2.088720312492091224e+01,-4.084077505622514082e+01,-3.287934916532257112e+00,-2.524166076169275286e+01,-3.677780904187601951e+00,-2.126405998193814639e+01,-8.129429445329280357e-01,-7.722812086491193995e+00,2.965073613082537030e+00,-4.410427088184113664e+00,7.929205582612059544e+00,3.486467602840647828e+00,6.069624372784832467e+00
2.066271066600340589e+01,-3.860968893501736687e+01,-2.055857669076869954e+00,-2.165954113378985113e+01,1.005221304532439408e+00,-1.354884005311330775e+01,4.155429170367577640e+00,-4.764099513972402278e+00,4.385337606444563718e+00,-6.285818131349715010e+00,2.264475158457163406e+00,-1.084716044545257052e+00,5.159476145323844243e+00
2.006838315776676396e+01,-2.837576727555996214e+01,3.918182159855631230e+00,-9.666834422007864802e+00,3.480897830624655853e+00,-2.008027187938380109e+01,-9.703894339524167023e+00,-1.998692340250890709e+01,-2.779424187278556335e+00,-4.587277873993437005e+00,-1.234334054838499917e+01,-9.764458079731934248e+00,1.703787122994151204e+01
1.977401287131371177e+01,-2.091708038947723480e+01,-4.326423589968809935e+00,3.966403721197035104e+00,4.280793416939602913e+00,-2.560057174603878849e+01,-1.752569740965284595e+01,-1.677183938315102907e+01,4.415999007199587822e+00,-9.675516504663846717e+00,-1.547680842300376902e+01,-7.614211526123089158e+00,6.636610195211576801e+00
1.986869291611596822e+01,-1.894012561944901663e+01,-1.837942900915675182e+01,4.117004730066113893e+00,-8.899858282866652814e+00,-3.408785979395491239e+01,-2.850856304289074217e+01,-2.058740041862454007e+01,3.965817713912031528e-01,-1.818708801275733222e+01,-1.355379468297449641e+01,-5.137209431571800877e+00,1.659737375431493245e+00
1.986440277349020178e+01,-1.518149012350658467e+01,-2.433627613028001591e+01,6.445877785158821816e+00,-1.562951837345602435e+01,-3.655010810586492198e+01,-3.047282209389711483e+01,-1.102713292371943865e+01,-9.401305406410742194e+00,-1.890930474084466084e+01,-1.284647156075973129e+01,3.466181535673843239e+00,-8.318686734977056574e+00
2.008506275437066790e+01,-8.534174021184497860e+00,-2.408575989004478402e+01,1.313956491763331513e+01,-4.449242880821050683e+00,-3.383384429349051459e+01,-1.782871560477868300e+01,6.788228568464138135e+00,-1.488662864648498108e+01,-1.046493399723284412e+01,-6.346803789688479469e+00,5.737422281407992486e+00,-1.200407305062008945e+01
2.052110089302678375e+01,-8.459310765784058717e+00,-2.355044576032087278e+01,2.171317146335008630e+01,-4.052053617830149612e+00,-3.472602942118420088e+01,-1.680971688045866497e+00,1.012708220450377006e+01,-1.483212823148218185e+01,-1.010858424045246373e+01,-6.443306239041002748e+00,-4.843730587368090923e+00,-1.197327043246498768e+01
2.073090493643451282e+01,-7.798347798746690707e+00,-2.676471316507284115e+01,2.562388790922453197e+01,-7.879217226428109733e+00,-3.716799486843513733e+01,2.103133311351968793e+00,7.087835808787738223e+00,-1.761819834132371909e+01,-9.421085215033560445e+00,-1.079974049424211602e+00,-5.307952299287541642e+00,-1.005529551145281530e+01
2.058969487795965847e+01,-8.327078630965122130e+00,-2.946951762274299824e+01,2.442860215265988089e+01,-1.596810969407660252e+01,-4.596521109815417105e+01,3.467921952920674400e+00,-1.374133579654156279e+00,-2.263000860418467397e+01,-1.378214297650462505e+01,-1.780640097126034327e+00,-6.705631557101291662e+00,-1.012538232165960217e+01
2.045783112021505801e+01,-9.942748830401994198e+00,-3.213930412016294014e+01,2.117407257456886427e+01,-2.047260690474075062e+01,-5.069832576657817214e+01,-7.630280474887558562e+00,-1.463535584825276992e+01,-2.813200235616392320e+01,-1.340187221807116735e+01,-3.119808858214210723e+00,-7.256397804903948590e+00,-1.374801969111209310e+01
2.050290975666537108e+01,-8.156974083101438566e+00,-2.451224691104321352e+01,3.094579163244062059e+01,-1.783631532874490233e+01,-4.041415992447281980e+01,-1.890717294829426409e+00,-7.285526759389704843e+00,-2.617799170141884701e+01,-1.039549343280673455e+01,4.662243364162519832e+00,-3.623489835285306881e+00,-1.524689317584637749e+01
2.068779165607563542e+01,-6.450067565546152792e+00,-2.148270643839481764e+01,3.313550498638848296e+01,-1.290307907432269197e+01,-3.403417821514166519e+01,3.155948116363086697e+00,-2.059171479719152487e+00,-2.237957008288800154e+01,-9.536595477160636491e+00,2.747383699654225797e+00,-3.631409307801569675e+00,-2.162510461621948110e+01
2.084777433975427741e+01,-6.856636693440427699e+00,-2.456646266324290906e+01,2.870938417797702513e+01,-1.434115964610492178e+01,-3.744309332387700806e+01,-5.513596650032070556e+00,-6.747165543390987175e+00,-2.161959036084768115e+01,-9.261396473576260391e+00,7.809024010246962355e+00,-2.443342059846833059e-01,-2.164033985769891899e+01
2.086616793171658912e+01,-8.262332876242373558e+00,-2.172960309735815443e+01,2.806701251883137260e+01,-1.019525991820491484e+01,-3.940929569805128097e+01,-3.045263346631604584e+00,-3.639674223837455980e+00,-1.990376919388512889e+01,-1.035490109981169837e+01,2.143805197741798008e+00,-5.596380838100990296e+00,-2.683767188004595283e+01
2.091447789388641709e+01,-8.363934060777513224e+00,-2.185811736486951062e+01,2.783529257155012715e+01,-1.292831232623176874e+01,-3.963213507204667962e+01,-4.409513543172505656e+00,-3.281361517666393723e+00,-2.500110219698094127e+01,-1.173987485949936094e+01,6.355886950972114979e-01,-1.335459503299662121e+00,-2.908141434239611556e+01
2.093756939807896345e+01,-7.333304441557696229e+00,-1.846547977964103282e+01,3.104964765184468689e+01,-1.027884564916418597e+01,-3.389689391753104530e+01,-1.393539435379216096e+00,-2.235670575116993630e-02,-2.569116993697586793e+01,-1.137630927848681139e+01,4.755186416497014790e+00,5.708791749537273752e+00,-2.957967702632553753e+01
2.091171299688440754e+01,-1.111161809091596098e+01,-2.549044868659013474e+01,2.143524514978751583e+01,-2.302995532551357982e+01,-4.436537847987089123e+01,-1.247485053210624528e+01,-5.532272859585275704e+00,-2.900267466879719436e+01,-1.943770290922838129e+01,-9.353516308392705980e+00,-3.474819674427177318e+00,-3.090836296682128648e+01
2.072890423104582780e+01,-8.252324094989040404e+00,-1.911381614288815101e+01,3.082742425799631292e+01,-1.253918792062946075e+01,-3.530599743163664783e+01,-5.784608144708037969e+00,2.214022355459068780e+00,-1.935951781062336252e+01,-9.700186341164666715e+00,-3.929531684343416487e+00,3.161304719733740054e+00,-3.352231560055844994e+01
2.039798121790356333e+01,-9.002290525594764503e+00,-1.811036345146903770e+01,3.154855188150420275e+01,-8.891110186247425773e+00,-3.372593499831130259e+01,-2.790614263518887750e+00,6.645077021196517997e+00,-1.509682570493333031e+01,-6.659952148318428300e+00,-9.367201160340645316e+00,-4.696838233260619333e+00,-3.344313559161135174e+01
1.992631560551093628e+01,-9.514749519861471327e+00,-1.599405976830756515e+01,2.991494511678680013e+01,-7.074996432715928485e+00,-3.103000292409929628e+01,-1.960976531028971959e+00,6.654115045025074338e+00,-2.040819042866862887e+01,-3.395630764807230140e+00,-8.213966934618213145e+00,-3.733416119550884815e+00,-3.247398806647625236e+01
1.916310375620838258e+01,-1.205337153437604591e+01,-1.455335979663386325e+01,2.342120545380459262e+01,-1.535134190922037689e+01,-3.151143514005529056e+01,-6.345914073462166627e+00,-1.933620718115068193e+00,-3.199618035769743329e+01,-7.066741599968815457e+00,-5.144224964408862455e+00,-8.107407934412410810e+00,-3.078110879183758541e+01
1.845381546370664694e+01,-1.031555648861179186e+01,-1.140811653287422800e+01,2.498760872668438537e+01,-7.161587645984828221e+00,-2.035506945029797521e+01,-3.145634400754413029e+00,2.250635561568550269e-01,-2.319667890874335114e+01,-3.786077431824663719e+00,-6.285451632862392835e+00,-1.345046298988775924e+01,-2.750913175204551564e+01
1.794612500445393977e+01,-1.134987465201085222e+01,-1.362993590591535664e+01,1.987935827183327930e+01,-1.274193895224362905e+01,-1.971177929592223776e+01,-5.677950390187999297e+00,-8.463365576588739003e+00,-2.238404789631869818e+01,-6.444565826724290680e+00,-8.032250309012242795e+00,-1.586413055700268160e+01,-1.966277283527594832e+01
1.797592711213501104e+01,-1.171792852494083625e+01,-2.158098506593002597e+01,1.615840895881354555e+01,-2.043522704499937603e+01,-2.811444919185757030e+01,-3.802655018676947662e+00,-2.139793534821734866e+01,-1.673369474184799088e+01,-1.793252977942698223e+00,-2.374834814419316587e+01,-1.902511486472908331e+01,-1.852566810766334982e+01
1.823066590669240483e+01,-1.084993635110511789e+01,-3.078893121748567552e+01,1.648311672794932292e+01,-1.429844653857214709e+01,-2.257040924059429443e+01,3.718643514725987309e+00,-2.476313521545095142e+01,-1.094040158728941670e+01,1.115312886532965564e+01,-3.318745658922794917e+01,-2.503059745294921612e+01,-1.009382953461529908e+01
1.802654354333449405e+01,-1.226941065273607911e+01,-3.765563580993320869e+01,7.939181686492550405e+00,-1.484240737281420230e+01,-1.176971581386505150e+01,1.330297989739738185e+01,-2.971281639428760002e+01,-4.813684714075971982e+00,1.463748680358587784e+01,-3.631360739165060636e+01,-2.348339974169762812e+01,-7.534052179980720076e+00
1.737743478068969694e+01,-1.131103176638310792e+01,-3.950239761756940737e+01,6.362164380176537293e+00,-1.235106737980833991e+01,-2.950283292769232180e+00,1.159680503175674637e+01,-2.295829943533208706e+01,5.790140167821669515e+00,1.945562882198668220e+01,-7.884815447151969359e+00,-2.605024506463237799e+00,4.089854938122270411e+00
1.662793408615421953e+01,-1.129662866815591116e+01,-3.984037352936457665e+01,1.519474666774160321e+00,-1.247890972135914822e+01,-4.149795849353477006e-01,1.269435208316622443e+01,-1.882337960266906762e+01,-1.234688167663303693e+00,9.557958597700171310e+00,4.875776054769681345e+00,6.960256045453416363e+00,-1.746330290877789182e-01
1.622109190612265550e+01,-1.134283746236598667e+01,-3.942651527255627286e+01,-4.502498469413203530e+00,-9.229313217688572379e+00,-1.730425524330664544e+00,9.862633856499579466e+00,-1.068341834455758210e+01,-5.580004628374828357e+00,-4.064189004839847463e+00,1.394626457276550546e+01,3.641585507603834149e+00,-8.190964784876767268e+00
1.603576251553888810e+01,-1.299625640064245324e+01,-3.734473577096405705e+01,-6.063004134649131238e+00,-1.001973072700102740e+01,-6.107415834336525684e+00,7.165373528888920873e+00,-1.018379897290691360e+01,-2.996522644556919523e+00,-4.756493706908273111e+00,1.159410358494854698e+01,6.856760006333447066e+00,-7.390738262429512595e+00
1.595334366493077916e+01,-1.571881606323367642e+01,-3.978597578435133642e+01,-9.961536518035311261e+00,-1.490709712619420912e+01,-1.718662198397905527e+01,-2.259785110010841258e+00,-8.095278549612494601e+00,-4.740778584210247892e+00,-3.596410482542850007e-01,1.133538173393363913e+01,-2.527625689814530840e+00,-1.435566214826466336e+01
1.624397688158501296e+01,-1.182532714695165943e+01,-3.270961009212577153e+01,1.844604714270494938e-01,-5.039351455804131241e+00,-1.548192570637210785e+01,-1.588943721143349697e+00,9.695643273371840065e-01,7.828732253359857118e+00,1.027897853927186489e+01,1.327800968406148918e+01,-8.020031410836960362e+00,-1.483091670581848653e+01
1.619998309634483036e+01,-1.315253980720476612e+01,-3.676123109326182004e+01,-5.835068428663851670e+00,-7.761882312461146682e+00,-2.300508502491642204e+01,-6.121248299709754370e+00,1.918144759405526312e+00,5.476478219431527350e+00,8.469322302319961082e+00,6.964527729913447374e+00,-8.206667063273762608e+00,-1.193420284458055391e+01
1.616070941719744525e+01,-8.953773564953507957e+00,-3.013406902621535721e+01,3.348286899974347808e+00,-9.296589519480736863e-01,-1.583201880838201348e+01,3.114437416678336845e+00,1.225975775858626937e+00,3.386342783201117701e+00,6.946195359500100253e-01,-5.342568599707321342e-01,-6.088365476026769585e+00,-6.030200402902056389e+00
1.582615332168422384e+01,-1.486105877474400216e+01,-3.410655850676867828e+01,-2.839183331680737776e+00,-7.252614195479480053e+00,-1.596925550605543620e+01,4.843294409764278274e-01,1.717776609393598886e+00,8.069013085977644550e+00,2.876230428796583638e+00,4.440518924467248496e+00,-6.441667867857810315e+00,-6.872532124744934023e+00
1.634443678577417458e+01,-1.066444093870148535e+01,-3.103995541801182867e+01,1.195788135759445536e+00,-6.741619408226820376e+00,-1.757036729733328428e+01,1.318922188385617211e+01,8.022790943911347838e+00,1.234195089138059975e+00,-5.595999359911014714e+00,4.929434746272382206e+00,-4.872222380462017277e+00,-7.334920153672548793e+00
